text,category,sentiment,flexibility
Reduce carbon,env,0.5822600575542076,0.476044391884315
Flexible with dryer,flex,0.9219888117132512,1.0
Use renewable energy,env,0.8183987025191598,0.5081873947699143
Don't adjust washer,comfort,0.0,0.2902174635772522
Flexible with HVAC,flex,0.8502781141672622,0.9437067686124444
Minimize bill,cost,0.6365073721255904,0.7852542321700102
Don't adjust dryer,comfort,0.38280079315046645,0.18893107711996865
Don't adjust dryer,comfort,0.19954953628609134,0.33569307427536493
Use renewable energy,env,0.7541344497429492,0.42571911713276855
Don't adjust dryer,comfort,0.09033083664693314,0.20396605884787422
washer can be delayed,flex,0.6282955938811892,0.8116156192786987
Flexible with washer,flex,0.7439292749053021,0.9452713438734297
Use renewable energy,env,0.7547674826797383,0.7015486191056753
dryer can be delayed,flex,0.5709538478176139,0.9133887712248996
Flexible with dryer,flex,0.9438878147990379,0.9717412036155184
Flexible with EV,flex,0.8047595244423669,1.0
Don't adjust washer,comfort,0.49049850265296563,0.2912029048766129
Shift dryer to off-peak,cost,0.4833390721108643,0.6807967586640191
Shift dryer to off-peak,cost,0.6238552274079332,0.7552718800922726
dryer can be delayed,flex,0.8492820132294361,0.8448417650339614
Flexible with HVAC,flex,0.6748420144352071,1.0
Keep washer on,comfort,0.23594388186401716,0.1491059641223709
Flexible with washer,flex,0.6695147994622109,0.9952017712085741
Reduce carbon,env,0.6438686308228472,0.6866473129671411
Don't adjust HVAC,comfort,0.2675765829195432,0.23546383221420364
Reduce carbon,env,0.5313329547665883,0.6926014038737167
Reduce carbon,env,0.6005357482052813,0.7121450966062656
Flexible with washer,flex,0.9449865295089904,0.7310721300936214
Flexible with EV,flex,0.8052156798603158,0.905116030114764
Minimize bill,cost,0.5120121461732124,0.7393906525541716
Use renewable energy,env,0.6470838966610555,0.670664312178613
Use renewable energy,env,0.6940651903084843,0.6454538356351704
Minimize bill,cost,0.5968945060499729,0.5624766364209011
Keep dryer on,comfort,0.39193104558553515,0.17286180260454231
Flexible with EV,flex,0.7924501988374225,0.8045666821510264
washer can be delayed,flex,0.7135322622291543,0.8346578703727443
Flexible with washer,flex,0.7927956451339055,0.9080613601394434
Keep EV on,comfort,0.2228060335917159,0.405273298824212
Shift dryer to off-peak,cost,0.65279338124075,0.8726984862949969
Use renewable energy,env,0.722044938559039,0.5504734831865782
Reduce carbon,env,0.7767277666375503,0.7447844574955644
HVAC can be delayed,flex,0.7546841328583034,0.8708496022366367
Reduce carbon,env,0.7611646083016456,0.5487069106858611
Reduce carbon,env,0.6140267040725222,0.6430104174551591
Don't adjust washer,comfort,0.17004187290013736,0.08795699773120247
Use renewable energy,env,0.638579450533476,0.6912865823775729
washer can be delayed,flex,0.7498399036111345,0.9391928873971207
Keep washer on,comfort,0.2355643220604251,0.2820843671932667
Flexible with HVAC,flex,0.8106444417922819,0.8031930879709253
Flexible with washer,flex,0.7853332961049283,0.8387978363114758
EV can be delayed,flex,0.7820265118554826,0.8060309346162869
Shift HVAC to off-peak,cost,0.7565874609552667,0.6933176995159585
Flexible with dryer,flex,0.9344324247674951,0.7455226358280014
Don't adjust washer,comfort,0.2089127827434471,0.31033327829547336
HVAC can be delayed,flex,0.8077727986725538,0.9728509610748329
Shift dryer to off-peak,cost,0.7112660337606465,0.7645257494368591
Flexible with EV,flex,0.7327037264875701,0.8930348970960467
Shift washer to off-peak,cost,0.6066470700590377,0.6121093193873766
Use renewable energy,env,0.7560747112133179,0.7075999456942393
Shift HVAC to off-peak,cost,0.5080509101584869,0.6285190007993899
Don't adjust HVAC,comfort,0.43189793786232594,0.35568859018888943
Don't adjust washer,comfort,0.14893628388020094,0.29815324695600653
Flexible with dryer,flex,0.7255012535192982,0.8768113024623242
HVAC can be delayed,flex,0.7773614824774315,0.9145005314607906
Shift HVAC to off-peak,cost,0.6805666363588379,0.5878786825967933
Keep washer on,comfort,0.38911736386230805,0.08057571576197174
Minimize bill,cost,0.6026080929303289,0.7494974342406281
Don't adjust EV,comfort,0.2515077887479073,0.13403654549557853
Reduce carbon,env,0.783880479429131,0.7564251343167402
Flexible with EV,flex,0.7281948014516417,0.7658033806673352
HVAC can be delayed,flex,0.914576965215446,0.9835171324842346
Don't adjust washer,comfort,0.3074488749400979,0.4004045895479611
HVAC can be delayed,flex,0.6147735089260749,0.8944001069482528
Keep washer on,comfort,0.2868876092105089,0.1417087211644573
dryer can be delayed,flex,0.9202552682116516,0.8181933624845633
Minimize bill,cost,0.6755831473660197,0.7233265741741749
Minimize bill,cost,0.5339210124033411,0.80558965740908
Flexible with washer,flex,0.9933052499900197,0.9332960704366619
Keep washer on,comfort,0.12999915837827258,0.15233366101866816
Keep dryer on,comfort,0.3670383551859262,0.16176402683154373
washer can be delayed,flex,0.724488043569287,1.0
Shift dryer to off-peak,cost,0.5786632567323199,0.6201446910626025
Reduce carbon,env,0.4828144602408163,0.5597925338910767
Don't adjust HVAC,comfort,0.19710205905092829,0.3566140361289901
Reduce carbon,env,0.640017906492912,0.5824436783673832
Use renewable energy,env,0.7016673731359562,0.5524850598222836
Flexible with EV,flex,0.636744220276383,0.8163994500731997
Flexible with washer,flex,0.8393446983779833,0.8997454783047494
Don't adjust washer,comfort,0.3984961775706236,0.4061278717403239
Minimize bill,cost,0.5626424018952348,0.8183389288438614
Reduce carbon,env,0.7967674030878538,0.6655274358459666
Use renewable energy,env,0.538728234280978,0.49049686007958804
Flexible with washer,flex,0.9245405074311743,0.9359359674618396
HVAC can be delayed,flex,0.7301846336739027,0.774410806177906
Use renewable energy,env,0.6537384649837495,0.4606963184594506
Flexible with dryer,flex,0.8167283773478887,0.8495633254945264
Don't adjust HVAC,comfort,0.23882723144845555,0.20501380498063343
EV can be delayed,flex,0.7893089384275964,1.0
washer can be delayed,flex,1.0,0.8025503881514842
Use renewable energy,env,0.9099933209476863,0.6786977498312385
Minimize bill,cost,0.5449559005062967,0.7583634782357117
Flexible with dryer,flex,0.9069059314211754,0.8697552030634301
washer can be delayed,flex,0.7343260237002902,0.809831328497395
Shift washer to off-peak,cost,0.464204845276927,0.7915933022835329
Minimize bill,cost,0.5397555980062896,0.6346372837828653
Use renewable energy,env,0.6846773046991147,0.6309866586339433
EV can be delayed,flex,0.9297871737772585,0.9027958528876375
Don't adjust EV,comfort,0.38151892965415546,0.3161583675322999
washer can be delayed,flex,0.8230893763151611,1.0
Minimize bill,cost,0.5753234184571844,0.7512060408065405
Flexible with HVAC,flex,0.5581180333587795,0.7506952634990306
Keep HVAC on,comfort,0.18039140772295365,0.29244149478469683
Don't adjust dryer,comfort,0.3639357947679855,0.29740132430502997
Flexible with EV,flex,0.8372014323502834,0.9750581436821479
Minimize bill,cost,0.5128764029495166,0.7542931087949756
Reduce carbon,env,0.5815408167961814,0.6836296385784852
dryer can be delayed,flex,0.763051881838198,0.8921147559282032
Minimize bill,cost,0.6723179113174538,0.6752255012053425
Shift HVAC to off-peak,cost,0.6716567967230431,0.7182566856550152
EV can be delayed,flex,0.7421285092503092,0.8085262821043188
Reduce carbon,env,0.670448807798335,0.6227880184505677
washer can be delayed,flex,0.779666324510624,0.9800093783015827
EV can be delayed,flex,0.8825125353442363,0.8519676017776082
washer can be delayed,flex,0.8154786288205941,0.8086323590054353
dryer can be delayed,flex,0.7659307160263263,0.8358541003482984
Flexible with EV,flex,0.9494985295685862,0.7832696929341783
Don't adjust EV,comfort,0.37782986013559,0.26848388864556993
Use renewable energy,env,0.7195170853661594,0.6152197928895109
Use renewable energy,env,0.6591630556875645,0.49649862604030864
Reduce carbon,env,0.7328643875068168,0.6965596697452315
Flexible with HVAC,flex,0.7735222120458368,0.9205627928466356
Don't adjust washer,comfort,0.20182079834928784,0.0
Shift washer to off-peak,cost,0.6189719608998246,0.7124426405747792
EV can be delayed,flex,1.0,0.9430606522098804
Reduce carbon,env,0.6830484252052013,0.7277559083896806
Use renewable energy,env,0.6012867853797743,0.613112380704202
Don't adjust dryer,comfort,0.2622109773168101,0.026158830602945493
Reduce carbon,env,0.7454083179025957,0.6243767932475245
Reduce carbon,env,0.6008268949498539,0.5292542102126522
Reduce carbon,env,0.7486838412687746,0.7164938891615678
Reduce carbon,env,0.731509182951713,0.6628647258151731
HVAC can be delayed,flex,0.7501332600310614,0.81003639677341
Minimize bill,cost,0.6082718924020019,0.7463542482435159
Minimize bill,cost,0.6454279418503392,0.8634869892716951
Use renewable energy,env,0.6134541174718959,0.5977919741624967
dryer can be delayed,flex,0.8790283327093953,0.7408762145662091
Keep washer on,comfort,0.10921645319188561,0.1334072576202741
Flexible with dryer,flex,1.0,0.6906883251597058
Don't adjust EV,comfort,0.3690543192001403,0.2059509548640331
Use renewable energy,env,0.7694314101696414,0.4576622990252349
Use renewable energy,env,0.8617021500726632,0.7146976052639312
Use renewable energy,env,0.8514533220432392,0.687124048215325
Shift EV to off-peak,cost,0.7606130255582038,0.7273034098582029
Shift EV to off-peak,cost,0.5785561018573923,0.6093977595823394
Use renewable energy,env,0.7989017382313396,0.5306576125494175
Keep washer on,comfort,0.45075653351737743,0.18840069616666844
Keep HVAC on,comfort,0.16488521276030654,0.01745282453180827
Don't adjust dryer,comfort,0.31537333692968417,0.16711641611644817
Flexible with washer,flex,0.9198469981076649,1.0
Keep EV on,comfort,0.34769435312748515,0.3326805589283196
Flexible with HVAC,flex,0.8388117604900143,0.8824440658082342
Minimize bill,cost,0.6337666940646186,0.8269386716733247
Use renewable energy,env,0.7268157116707896,0.6934283205598172
dryer can be delayed,flex,0.7592169852462712,0.8820427173186132
Use renewable energy,env,0.5989634446353186,0.5626584008105463
EV can be delayed,flex,0.6745397527600967,0.9412151234328331
Minimize bill,cost,0.5147445352707557,0.7370043296417305
Flexible with HVAC,flex,0.691911170883561,0.988684106888234
Keep dryer on,comfort,0.21769138199998692,0.34794811477398924
Flexible with HVAC,flex,0.8341032398716199,0.7787527488442776
Use renewable energy,env,0.7007811444609792,0.5876801700149644
Shift dryer to off-peak,cost,0.6678561274419756,0.7276744271150708
Flexible with washer,flex,0.77149610926774,0.8037236288411139
dryer can be delayed,flex,0.6298676852982587,0.8750992918907101
Use renewable energy,env,0.7309156355047811,0.516031984384197
EV can be delayed,flex,0.7851546352518808,1.0
Reduce carbon,env,0.8326073856503347,0.36137184668247435
Shift EV to off-peak,cost,0.7417749547461867,0.8281574177970699
Reduce carbon,env,0.5447840671462366,0.7552167942003101
Keep washer on,comfort,0.33015908951438827,0.16131384426217632
Minimize bill,cost,0.6115748812637638,0.8178111947891404
Shift washer to off-peak,cost,0.6647129506020095,0.48983228465249373
Don't adjust EV,comfort,0.4313624627530991,0.2726267751487831
Keep dryer on,comfort,0.4641120795235102,0.028603845647963977
Keep washer on,comfort,0.2740318014827405,0.20373453811311965
Reduce carbon,env,0.7323940250639559,0.6618399520051991
Don't adjust dryer,comfort,0.3866982783445199,0.22669384000653667
Minimize bill,cost,0.6406295817525115,0.6554029152081803
Don't adjust dryer,comfort,0.222368633578797,0.14338381866821148
Reduce carbon,env,0.7071428687473099,0.7353276827798911
Flexible with washer,flex,0.874396732112076,1.0
Minimize bill,cost,0.7741237619983878,0.8310236403478788
Keep EV on,comfort,0.30528115706560294,0.22533429349627146
EV can be delayed,flex,0.8141444464874332,0.8535099319554842
EV can be delayed,flex,0.9110173304390522,0.8447534269005842
Shift dryer to off-peak,cost,0.5277334243796977,0.7358599454041997
Flexible with washer,flex,0.6094212756481996,0.8344336682250855
Reduce carbon,env,0.5499693288940813,0.5856957244502603
Don't adjust HVAC,comfort,0.5226673983759246,0.15449603524493924
Don't adjust EV,comfort,0.19586053353259428,0.3194694461337693
Don't adjust EV,comfort,0.3985461659441434,0.18319654243791111
Shift HVAC to off-peak,cost,0.542178934949351,0.525232525749736
Shift HVAC to off-peak,cost,0.45836126545660816,0.5013965370329608
Keep dryer on,comfort,0.31315648793087414,0.11349230214957232
Shift dryer to off-peak,cost,0.6188003760686565,0.73472526237631
Don't adjust HVAC,comfort,0.25795615292466323,0.46565291930871655
Shift dryer to off-peak,cost,0.6740481270464319,0.6283601895021972
dryer can be delayed,flex,0.6270875003787204,0.8821924278219919
Minimize bill,cost,0.6242753964192719,0.7324450566385905
washer can be delayed,flex,0.879651610621672,0.8624914817712929
Don't adjust dryer,comfort,0.31411859141920795,0.3944612767022208
Flexible with washer,flex,0.875943186057228,0.9130058081505855
Keep dryer on,comfort,0.28024854101054575,0.3404963934842751
Flexible with HVAC,flex,0.8592221624041948,1.0
Don't adjust dryer,comfort,0.28246279074969327,0.2399619395052265
Use renewable energy,env,0.7905176503365483,0.6704543869796971
Flexible with EV,flex,0.7183741872071175,0.9613257191505485
Flexible with dryer,flex,0.759282547776521,0.8014524110055885
HVAC can be delayed,flex,0.7602905445415484,1.0
Use renewable energy,env,0.5561033885817648,0.5324438012444562
Reduce carbon,env,0.7911652733161048,0.5472930885463761
Shift dryer to off-peak,cost,0.3649039832086443,0.8098229348179501
Shift dryer to off-peak,cost,0.6961621639954003,0.6640294736339714
Flexible with dryer,flex,0.6659935902421683,0.7897596931102114
Minimize bill,cost,0.3992776409622506,0.5583359173426864
Keep HVAC on,comfort,0.1690183950423748,0.1416938243307358
Minimize bill,cost,0.5814142919661076,0.7070261688355206
dryer can be delayed,flex,0.9427167223371733,0.8599717977764203
Flexible with HVAC,flex,0.8973662491816973,0.9928717982832646
Minimize bill,cost,0.5759109843107448,0.8445358155919498
Reduce carbon,env,0.7167817059603072,0.4350304263172211
Minimize bill,cost,0.6334552443615108,0.6963445227971945
Keep dryer on,comfort,0.2803947777612247,0.13034144107760362
Don't adjust EV,comfort,0.3765603301625884,0.034111905248772056
Shift washer to off-peak,cost,0.5466563112194558,0.7147677948705227
Reduce carbon,env,0.7382664360940647,0.7459019051294988
Use renewable energy,env,0.7541825540210391,0.6191154530945313
Keep dryer on,comfort,0.39173029591905756,0.0
Don't adjust EV,comfort,0.24728456193987192,0.19051516727947787
Don't adjust HVAC,comfort,0.43154321750948965,0.0324589086290345
Don't adjust washer,comfort,0.3173713975029706,0.383079991019575
Shift dryer to off-peak,cost,0.5358436885847792,0.740181994326907
HVAC can be delayed,flex,0.8453933047614297,0.8353100516981731
Reduce carbon,env,0.6055747518789584,0.7237790467621402
Don't adjust dryer,comfort,0.28738754046430537,0.08056320417922896
HVAC can be delayed,flex,0.9708153581291026,0.844467685401354
Flexible with washer,flex,0.8423230550877344,0.8520757667608789
Minimize bill,cost,0.6484086116556742,0.7273107527632849
Reduce carbon,env,0.7045633774267633,0.4625703086445533
Minimize bill,cost,0.749412699102928,0.6578316283532777
Minimize bill,cost,0.5651910412569432,0.6228488609552958
Flexible with dryer,flex,0.7368711179907277,0.9644047446959554
Use renewable energy,env,0.627873548321278,0.5716395334437133
Minimize bill,cost,0.3408439886409283,0.7683793591191176
Keep washer on,comfort,0.37467756336669417,0.37909984783200834
dryer can be delayed,flex,0.948833385824913,0.8305467072747675
Keep EV on,comfort,0.38456672491656807,0.1314243627043306
Minimize bill,cost,0.4954691163853034,0.7594431114086518
Flexible with washer,flex,0.8097948982528794,0.8881292914577749
Reduce carbon,env,0.7045170929454772,0.5970387647013151
Use renewable energy,env,0.4138014013337068,0.5400476805970225
dryer can be delayed,flex,0.8975353784975473,0.9824000829327633
Reduce carbon,env,0.6207575599063027,0.5857489567078568
Use renewable energy,env,0.5751685944251504,0.5992231999840556
Reduce carbon,env,0.5422454887390089,0.7147908004428949
Use renewable energy,env,0.5532451427877993,0.6188520155297343
Reduce carbon,env,0.6685285435048641,0.604043384554791
Don't adjust washer,comfort,0.3934589194177278,0.2036768776740574
Shift dryer to off-peak,cost,0.6652612214339129,0.7840853411262249
Don't adjust washer,comfort,0.31201582274256956,0.17883915949585344
Reduce carbon,env,0.8072078317243084,0.5214788555127764
Don't adjust dryer,comfort,0.04394136310347824,0.03582512355956252
Use renewable energy,env,0.7690588685956384,0.5493575537273802
Use renewable energy,env,0.6747260306143292,0.6560624099908083
Reduce carbon,env,0.7187554942173855,0.6062449280930142
Shift HVAC to off-peak,cost,0.521443203156573,0.7462013008640965
Keep HVAC on,comfort,0.21102851292760777,0.11305088907128558
Reduce carbon,env,0.7242857524773181,0.42176445326095346
Shift dryer to off-peak,cost,0.7121023835036566,0.7330361359920784
Don't adjust EV,comfort,0.282807968505128,0.3427366824916116
dryer can be delayed,flex,0.9225595653980666,1.0
Shift EV to off-peak,cost,0.5459041073287707,0.6693143852447275
Reduce carbon,env,0.6513481066629805,0.5814674008488806
Reduce carbon,env,0.7759742396947336,0.46003041822536356
Flexible with dryer,flex,0.9206971592468438,0.9948420347578502
Minimize bill,cost,0.472362758720836,0.5054960901935508
Flexible with HVAC,flex,0.8464820421964788,0.8063866927892522
Don't adjust dryer,comfort,0.3139334235251571,0.18175986668216
HVAC can be delayed,flex,0.8145647257830642,0.9545191462032654
Use renewable energy,env,0.6420577155459,0.6543313018753328
Don't adjust washer,comfort,0.2783876186418242,0.21695075764571717
Use renewable energy,env,0.7463126379835392,0.7556684855788709
Keep washer on,comfort,0.39465473012988217,0.2245646780640959
Reduce carbon,env,0.6160637540167623,0.6630493475144209
HVAC can be delayed,flex,0.7581787386173038,0.9809764841499513
Shift EV to off-peak,cost,0.5173140179830158,0.6670405661267836
Reduce carbon,env,0.8417774994251759,0.7526804148810997
Shift EV to off-peak,cost,0.44448064536782744,0.7762613252289032
Keep EV on,comfort,0.2608109471934025,0.10484117659053227
Keep dryer on,comfort,0.1583760584325112,0.3422927977273642
Reduce carbon,env,0.7533859052625548,0.4620208522800128
Flexible with HVAC,flex,0.8520819524579131,0.8508715618050192
Shift dryer to off-peak,cost,0.5335571882694643,0.570985671310061
washer can be delayed,flex,0.942939912195603,0.771210053847861
Keep dryer on,comfort,0.2708348357597853,0.18368993444676895
Shift washer to off-peak,cost,0.5729924159622134,0.8723222526019441
Keep washer on,comfort,0.38927167022702536,0.057846771723916085
Don't adjust EV,comfort,0.2763167414110963,0.13230190709920397
Use renewable energy,env,0.7668219717345481,0.3525173134351629
Minimize bill,cost,0.6817818847673867,0.9072563758642519
EV can be delayed,flex,0.8416520996603524,0.8009232714146783
Minimize bill,cost,0.7920670061258092,0.8046879720580474
Minimize bill,cost,0.6129202004993951,0.6687892338088322
Keep dryer on,comfort,0.32031471208535905,0.3529394971024202
Keep EV on,comfort,0.3156340521866488,0.19776486845719016
Reduce carbon,env,0.6619219255329908,0.4535699916944035
washer can be delayed,flex,0.8083766458527529,0.9723819348106084
Flexible with EV,flex,0.8220843685690316,1.0
Don't adjust HVAC,comfort,0.29609198968315464,0.20410552986935376
Use renewable energy,env,0.5640668547700293,0.4569099888831871
Use renewable energy,env,0.8103857883756462,0.7666615061426073
Reduce carbon,env,0.8494892478685792,0.6275457391632867
Keep HVAC on,comfort,0.1482754882426782,0.2541774760237603
Don't adjust washer,comfort,0.4116300760961668,0.2086165037334341
washer can be delayed,flex,0.779304792326639,0.9316554329450843
Shift washer to off-peak,cost,0.49955338337961774,0.8492268672746774
Reduce carbon,env,0.7074335957506837,0.670385208968064
Don't adjust HVAC,comfort,0.20880896094184148,0.23559452498727265
Shift dryer to off-peak,cost,0.8184012400947411,0.7011127130913841
Keep EV on,comfort,0.3806260883511391,0.27231655360912005
Reduce carbon,env,0.6599566155832974,0.4771510727261513
Keep EV on,comfort,0.5550110252326091,0.120626734012848
EV can be delayed,flex,0.8400861159284844,0.9332636216715697
Use renewable energy,env,0.7141424409976151,0.6549668665890321
Shift dryer to off-peak,cost,0.3906066141955001,0.6813998826049521
HVAC can be delayed,flex,0.9859494893487455,0.8520713314329574
Shift HVAC to off-peak,cost,0.6203598086457923,0.5563192981892526
Shift dryer to off-peak,cost,0.6619742265972082,0.6375600448627514
Don't adjust dryer,comfort,0.15421326333433014,0.2362148877922424
Use renewable energy,env,0.46263172035872924,0.6495725068388039
Keep washer on,comfort,0.28717172907856303,0.18210425864310845
Reduce carbon,env,0.6789155229805455,0.8645745493831782
Shift EV to off-peak,cost,0.6157490037034101,0.7350400615360416
Minimize bill,cost,0.7372849612419293,0.4866131734327668
Keep EV on,comfort,0.2616363115509377,0.1780044863931617
Shift dryer to off-peak,cost,0.6402878354178105,0.8018418742739946
Shift washer to off-peak,cost,0.7361594855790974,0.6962028676513629
Reduce carbon,env,0.763123152187281,0.635131936573113
Shift washer to off-peak,cost,0.7242121846192465,0.694964199236316
Shift washer to off-peak,cost,0.36424428400191805,0.9071993358866377
Don't adjust EV,comfort,0.4400985995343855,0.08088423540977148
EV can be delayed,flex,0.6083310828599711,0.9990313818327854
Shift dryer to off-peak,cost,0.6712484068520502,0.7020473533705567
EV can be delayed,flex,0.771568158470986,0.8450084609844374
Keep EV on,comfort,0.07987534633807597,0.20198466840418924
Reduce carbon,env,0.6517381781213056,0.7115591522116991
EV can be delayed,flex,0.860097378619125,0.8276755995397445
Keep washer on,comfort,0.21403258543069809,0.3262105563597789
Shift EV to off-peak,cost,0.5338821522556891,0.5953719171005537
Minimize bill,cost,0.5797838457503997,0.7463035197977833
Use renewable energy,env,0.7168117548359765,0.366885611406785
Use renewable energy,env,0.8697880863422811,0.5345164863023053
Flexible with EV,flex,0.7122927317872643,0.8951663529008322
Reduce carbon,env,0.5242180269939195,0.7169584416865996
Don't adjust dryer,comfort,0.30349212686874744,0.14694380004499918
Keep dryer on,comfort,0.30773832127331024,0.026028907093720494
Minimize bill,cost,0.5447929804204026,0.6984463708818415
Don't adjust EV,comfort,0.3242531836400138,0.018038605964823373
Shift HVAC to off-peak,cost,0.7375623047935034,0.7246177562604705
Use renewable energy,env,0.6212808140784442,0.6688818067976456
Reduce carbon,env,0.7682562834195923,0.5191071666638157
washer can be delayed,flex,0.8094258912753487,0.993038114894879
Flexible with washer,flex,0.8376217504626475,0.8070704442307477
Keep dryer on,comfort,0.41860108157615017,0.07245831648439513
Use renewable energy,env,0.549676588226848,0.560678968842144
Keep dryer on,comfort,0.2592534853926193,0.2941519062234671
Flexible with EV,flex,0.8670549029209675,0.834726156150348
washer can be delayed,flex,0.7146225834195563,0.8274426481098403
Don't adjust HVAC,comfort,0.10811440544930481,0.20885328976229825
HVAC can be delayed,flex,0.679452993504289,1.0
Minimize bill,cost,0.5097402324532078,0.708278571572456
Use renewable energy,env,0.9193916847721174,0.5558440310953632
Keep dryer on,comfort,0.2151637024332797,0.24218433466208433
Keep washer on,comfort,0.39494228477874876,0.2082325281771205
Minimize bill,cost,0.49971187644426285,0.8167952264414696
Shift EV to off-peak,cost,0.6123542873537692,0.5851939879856063
Use renewable energy,env,0.608145120203455,0.5049815296151459
dryer can be delayed,flex,0.8291239890629618,0.9661880613404632
Don't adjust EV,comfort,0.3354199921867658,0.398949826082448
Keep washer on,comfort,0.3120863840437064,0.2624513878198046
Don't adjust EV,comfort,0.25627546633726395,0.20065882321965034
washer can be delayed,flex,0.7869158119481131,0.8708159021064145
EV can be delayed,flex,0.90868559183015,1.0
Don't adjust washer,comfort,0.3288689315402459,0.10389907731365844
Flexible with EV,flex,0.9700215995255087,0.8591578914368029
EV can be delayed,flex,0.6664195678621336,0.8017267000386611
Flexible with dryer,flex,0.7215267667792502,0.9395804339270645
washer can be delayed,flex,0.8857731847830931,1.0
Keep washer on,comfort,0.21285487111697088,0.1502716076731123
Minimize bill,cost,0.5727933616100943,0.6886349940365107
Don't adjust HVAC,comfort,0.4668462673190893,0.2596498587333199
Shift washer to off-peak,cost,0.607992638685672,0.544062136470915
Flexible with dryer,flex,0.9347397802301817,0.8437240125087545
Minimize bill,cost,0.6363930145068597,0.7053786927527724
Don't adjust HVAC,comfort,0.28312219708592673,0.0
Reduce carbon,env,0.7590578543901936,0.5015620293639385
Use renewable energy,env,0.7366480476665336,0.39252747805611565
Flexible with washer,flex,0.7819627114557139,0.8430896888992281
Reduce carbon,env,0.6346397182619148,0.5561678485118373
Minimize bill,cost,0.658434276834658,0.6912611555076237
Keep washer on,comfort,0.23712319185784103,0.15097538495262788
Minimize bill,cost,0.5015566741815928,0.5923427572581403
Keep HVAC on,comfort,0.35535525543589525,0.2629179155245941
Flexible with washer,flex,0.8369030901623662,0.9650357821490343
Reduce carbon,env,0.7975694253336599,0.6292960561480747
Use renewable energy,env,0.5769222244352437,0.4260651565388187
dryer can be delayed,flex,1.0,0.8606292749276233
Minimize bill,cost,0.5392186075581784,0.564461306223752
Shift HVAC to off-peak,cost,0.3396925174767184,0.8013669824568729
Shift washer to off-peak,cost,0.58628873541042,0.7172230067718394
dryer can be delayed,flex,0.9123976209914518,0.9264657989154207
Minimize bill,cost,0.6372489787371843,0.7768579382013674
Don't adjust washer,comfort,0.1598244875537431,0.2342370836884882
Don't adjust HVAC,comfort,0.3046692334145972,0.20326045933625136
Reduce carbon,env,0.6403347529620702,0.6127116628196291
Use renewable energy,env,0.5851942807990469,0.46878448301515774
Minimize bill,cost,0.7298059400710263,0.6654916310626108
Minimize bill,cost,0.7273889768121122,0.6684404794199074
Shift HVAC to off-peak,cost,0.5201127929133551,0.8436400668664542
Minimize bill,cost,0.6482103525289539,0.7616180949806737
Shift EV to off-peak,cost,0.6130891354147687,0.9155565923080713
Don't adjust dryer,comfort,0.42153422528334783,0.06637996231142812
Keep HVAC on,comfort,0.4311611399035611,0.2381010394416479
Reduce carbon,env,0.7896735902320096,0.6998276144197743
Reduce carbon,env,0.6493457986794908,0.4214569744442431
EV can be delayed,flex,0.911218223635486,0.956034438779096
Minimize bill,cost,0.6015998809986277,0.5374525087691738
Shift washer to off-peak,cost,0.7489508851293115,0.9132285443722904
Reduce carbon,env,0.6281281894945965,0.5805655247495581
Don't adjust washer,comfort,0.2944471607247257,0.06774969244734405
Shift HVAC to off-peak,cost,0.5982100850769905,0.9017635075387815
Keep HVAC on,comfort,0.3175148994697971,0.021749116975057714
EV can be delayed,flex,0.9198321591402111,0.8961975550751774
HVAC can be delayed,flex,0.7627371934946745,0.853132645112213
Flexible with dryer,flex,0.9774583459868398,0.9501912890014675
washer can be delayed,flex,0.8965988890363429,1.0
Reduce carbon,env,0.8030955857382812,0.5865412456994574
Flexible with dryer,flex,0.7631213681573885,0.9814889019572622
Don't adjust HVAC,comfort,0.3906858804977696,0.14072963381929116
Shift HVAC to off-peak,cost,0.6942681054502,0.6879641779515407
washer can be delayed,flex,0.9341051699653887,0.9833405825267869
Flexible with HVAC,flex,0.8592878190144737,0.8702696731247476
Reduce carbon,env,0.6760941264710967,0.6898897732329475
Minimize bill,cost,0.5377525047991768,0.7164474473124001
Flexible with HVAC,flex,0.7747635638306084,0.7759085102311115
Keep washer on,comfort,0.2471447325971759,0.2377939355413811
Flexible with dryer,flex,0.6590308302441992,0.883347617237814
Flexible with washer,flex,0.8268687965322732,0.8992563165502974
Flexible with washer,flex,0.9145437839975311,0.7968008809761966
HVAC can be delayed,flex,0.8163865931088179,0.9520509435953195
washer can be delayed,flex,0.759140564260987,0.9418321968829666
Keep EV on,comfort,0.034141568502601305,0.0
Use renewable energy,env,0.8681163672614289,0.5185152634270045
Minimize bill,cost,0.5633293122067962,0.8920873424632447
Keep EV on,comfort,0.2817192794729223,0.2795089212488579
Shift HVAC to off-peak,cost,0.6479387841077774,0.6283314691290603
Reduce carbon,env,0.7537913520053335,0.5194247660907709
Use renewable energy,env,0.9211150898539008,0.622518677630539
Use renewable energy,env,0.6357931986694721,0.7010307221735604
Reduce carbon,env,0.7440849641240664,0.4528450041542752
dryer can be delayed,flex,0.8478112111436181,0.7765835897496587
Shift HVAC to off-peak,cost,0.6941750439081265,0.5656932445578975
Minimize bill,cost,0.5112711388316088,0.5427653979781439
Shift dryer to off-peak,cost,0.7011106402073791,0.6737873784455954
Use renewable energy,env,0.8044353483406027,0.5748054486115604
Shift dryer to off-peak,cost,0.5937427907005228,0.687307387606179
Shift dryer to off-peak,cost,0.47620163613125777,0.672378058632874
